SRID	NAME	PROJ
32147	NAD83 / Virginia South	+proj=lcc +lat_1=37.96666666666667 +lat_2=36.76666666666667 +lat_0=36.33333333333334 +lon_0=-78.5 +x_0=3500000 +y_0=1000000 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32148	NAD83 / Washington North	+proj=lcc +lat_1=48.73333333333333 +lat_2=47.5 +lat_0=47 +lon_0=-120.8333333333333 +x_0=500000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32149	NAD83 / Washington South	+proj=lcc +lat_1=47.33333333333334 +lat_2=45.83333333333334 +lat_0=45.33333333333334 +lon_0=-120.5 +x_0=500000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32150	NAD83 / West Virginia North	+proj=lcc +lat_1=40.25 +lat_2=39 +lat_0=38.5 +lon_0=-79.5 +x_0=600000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32151	NAD83 / West Virginia South	+proj=lcc +lat_1=38.88333333333333 +lat_2=37.48333333333333 +lat_0=37 +lon_0=-81 +x_0=600000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32152	NAD83 / Wisconsin North	+proj=lcc +lat_1=46.76666666666667 +lat_2=45.56666666666667 +lat_0=45.16666666666666 +lon_0=-90 +x_0=600000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32153	NAD83 / Wisconsin Central	+proj=lcc +lat_1=45.5 +lat_2=44.25 +lat_0=43.83333333333334 +lon_0=-90 +x_0=600000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32154	NAD83 / Wisconsin South	+proj=lcc +lat_1=44.06666666666667 +lat_2=42.73333333333333 +lat_0=42 +lon_0=-90 +x_0=600000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32155	NAD83 / Wyoming East	+proj=tmerc +lat_0=40.5 +lon_0=-105.1666666666667 +k=0.999938 +x_0=200000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32156	NAD83 / Wyoming East Central	+proj=tmerc +lat_0=40.5 +lon_0=-107.3333333333333 +k=0.999938 +x_0=400000 +y_0=100000 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32157	NAD83 / Wyoming West Central	+proj=tmerc +lat_0=40.5 +lon_0=-108.75 +k=0.999938 +x_0=600000 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32158	NAD83 / Wyoming West	+proj=tmerc +lat_0=40.5 +lon_0=-110.0833333333333 +k=0.999938 +x_0=800000 +y_0=100000 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32161	NAD83 / Puerto Rico & Virgin Is.	+proj=lcc +lat_1=18.43333333333333 +lat_2=18.03333333333333 +lat_0=17.83333333333333 +lon_0=-66.43333333333334 +x_0=200000 +y_0=200000 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32180	NAD83 / SCoPQ zone 2	+proj=tmerc +lat_0=0 +lon_0=-55.5 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32181	NAD83 / MTM zone 1	+proj=tmerc +lat_0=0 +lon_0=-53 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32182	NAD83 / MTM zone 2	+proj=tmerc +lat_0=0 +lon_0=-56 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32183	NAD83 / MTM zone 3	+proj=tmerc +lat_0=0 +lon_0=-58.5 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32184	NAD83 / MTM zone 4	+proj=tmerc +lat_0=0 +lon_0=-61.5 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32185	NAD83 / MTM zone 5	+proj=tmerc +lat_0=0 +lon_0=-64.5 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32186	NAD83 / MTM zone 6	+proj=tmerc +lat_0=0 +lon_0=-67.5 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32187	NAD83 / MTM zone 7	+proj=tmerc +lat_0=0 +lon_0=-70.5 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32188	NAD83 / MTM zone 8	+proj=tmerc +lat_0=0 +lon_0=-73.5 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32189	NAD83 / MTM zone 9	+proj=tmerc +lat_0=0 +lon_0=-76.5 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32190	NAD83 / MTM zone 10	+proj=tmerc +lat_0=0 +lon_0=-79.5 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32191	NAD83 / MTM zone 11	+proj=tmerc +lat_0=0 +lon_0=-82.5 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32192	NAD83 / MTM zone 12	+proj=tmerc +lat_0=0 +lon_0=-81 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32193	NAD83 / MTM zone 13	+proj=tmerc +lat_0=0 +lon_0=-84 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32194	NAD83 / MTM zone 14	+proj=tmerc +lat_0=0 +lon_0=-87 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32195	NAD83 / MTM zone 15	+proj=tmerc +lat_0=0 +lon_0=-90 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32196	NAD83 / MTM zone 16	+proj=tmerc +lat_0=0 +lon_0=-93 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32197	NAD83 / MTM zone 17	+proj=tmerc +lat_0=0 +lon_0=-96 +k=0.999900 +x_0=304800 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32198	NAD83 / Quebec Lambert	+proj=lcc +lat_1=60 +lat_2=46 +lat_0=44 +lon_0=-68.5 +x_0=0 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs 
32201	WGS 72 / UTM zone 1N	+proj=utm +zone=1 +ellps=WGS72 +units=m +no_defs
32202	WGS 72 / UTM zone 2N	+proj=utm +zone=2 +ellps=WGS72 +units=m +no_defs
32203	WGS 72 / UTM zone 3N	+proj=utm +zone=3 +ellps=WGS72 +units=m +no_defs
32204	WGS 72 / UTM zone 4N	+proj=utm +zone=4 +ellps=WGS72 +units=m +no_defs
32205	WGS 72 / UTM zone 5N	+proj=utm +zone=5 +ellps=WGS72 +units=m +no_defs
32206	WGS 72 / UTM zone 6N	+proj=utm +zone=6 +ellps=WGS72 +units=m +no_defs
32207	WGS 72 / UTM zone 7N	+proj=utm +zone=7 +ellps=WGS72 +units=m +no_defs
32208	WGS 72 / UTM zone 8N	+proj=utm +zone=8 +ellps=WGS72 +units=m +no_defs
32209	WGS 72 / UTM zone 9N	+proj=utm +zone=9 +ellps=WGS72 +units=m +no_defs
32210	WGS 72 / UTM zone 10N	+proj=utm +zone=10 +ellps=WGS72 +units=m +no_defs
32211	WGS 72 / UTM zone 11N	+proj=utm +zone=11 +ellps=WGS72 +units=m +no_defs
32212	WGS 72 / UTM zone 12N	+proj=utm +zone=12 +ellps=WGS72 +units=m +no_defs
32213	WGS 72 / UTM zone 13N	+proj=utm +zone=13 +ellps=WGS72 +units=m +no_defs
32214	WGS 72 / UTM zone 14N	+proj=utm +zone=14 +ellps=WGS72 +units=m +no_defs
32215	WGS 72 / UTM zone 15N	+proj=utm +zone=15 +ellps=WGS72 +units=m +no_defs
32216	WGS 72 / UTM zone 16N	+proj=utm +zone=16 +ellps=WGS72 +units=m +no_defs
32217	WGS 72 / UTM zone 17N	+proj=utm +zone=17 +ellps=WGS72 +units=m +no_defs
32218	WGS 72 / UTM zone 18N	+proj=utm +zone=18 +ellps=WGS72 +units=m +no_defs
32219	WGS 72 / UTM zone 19N	+proj=utm +zone=19 +ellps=WGS72 +units=m +no_defs
32220	WGS 72 / UTM zone 20N	+proj=utm +zone=20 +ellps=WGS72 +units=m +no_defs
32221	WGS 72 / UTM zone 21N	+proj=utm +zone=21 +ellps=WGS72 +units=m +no_defs
32222	WGS 72 / UTM zone 22N	+proj=utm +zone=22 +ellps=WGS72 +units=m +no_defs
32223	WGS 72 / UTM zone 23N	+proj=utm +zone=23 +ellps=WGS72 +units=m +no_defs
32224	WGS 72 / UTM zone 24N	+proj=utm +zone=24 +ellps=WGS72 +units=m +no_defs
32225	WGS 72 / UTM zone 25N	+proj=utm +zone=25 +ellps=WGS72 +units=m +no_defs
32226	WGS 72 / UTM zone 26N	+proj=utm +zone=26 +ellps=WGS72 +units=m +no_defs
32227	WGS 72 / UTM zone 27N	+proj=utm +zone=27 +ellps=WGS72 +units=m +no_defs
32228	WGS 72 / UTM zone 28N	+proj=utm +zone=28 +ellps=WGS72 +units=m +no_defs
32229	WGS 72 / UTM zone 29N	+proj=utm +zone=29 +ellps=WGS72 +units=m +no_defs
32230	WGS 72 / UTM zone 30N	+proj=utm +zone=30 +ellps=WGS72 +units=m +no_defs
32231	WGS 72 / UTM zone 31N	+proj=utm +zone=31 +ellps=WGS72 +units=m +no_defs
32232	WGS 72 / UTM zone 32N	+proj=utm +zone=32 +ellps=WGS72 +units=m +no_defs
32233	WGS 72 / UTM zone 33N	+proj=utm +zone=33 +ellps=WGS72 +units=m +no_defs
32234	WGS 72 / UTM zone 34N	+proj=utm +zone=34 +ellps=WGS72 +units=m +no_defs
32235	WGS 72 / UTM zone 35N	+proj=utm +zone=35 +ellps=WGS72 +units=m +no_defs
32236	WGS 72 / UTM zone 36N	+proj=utm +zone=36 +ellps=WGS72 +units=m +no_defs
32237	WGS 72 / UTM zone 37N	+proj=utm +zone=37 +ellps=WGS72 +units=m +no_defs
32238	WGS 72 / UTM zone 38N	+proj=utm +zone=38 +ellps=WGS72 +units=m +no_defs
32239	WGS 72 / UTM zone 39N	+proj=utm +zone=39 +ellps=WGS72 +units=m +no_defs
32240	WGS 72 / UTM zone 40N	+proj=utm +zone=40 +ellps=WGS72 +units=m +no_defs
32241	WGS 72 / UTM zone 41N	+proj=utm +zone=41 +ellps=WGS72 +units=m +no_defs
32242	WGS 72 / UTM zone 42N	+proj=utm +zone=42 +ellps=WGS72 +units=m +no_defs
32243	WGS 72 / UTM zone 43N	+proj=utm +zone=43 +ellps=WGS72 +units=m +no_defs
32244	WGS 72 / UTM zone 44N	+proj=utm +zone=44 +ellps=WGS72 +units=m +no_defs
32245	WGS 72 / UTM zone 45N	+proj=utm +zone=45 +ellps=WGS72 +units=m +no_defs
32246	WGS 72 / UTM zone 46N	+proj=utm +zone=46 +ellps=WGS72 +units=m +no_defs
32247	WGS 72 / UTM zone 47N	+proj=utm +zone=47 +ellps=WGS72 +units=m +no_defs
32248	WGS 72 / UTM zone 48N	+proj=utm +zone=48 +ellps=WGS72 +units=m +no_defs
32249	WGS 72 / UTM zone 49N	+proj=utm +zone=49 +ellps=WGS72 +units=m +no_defs
32250	WGS 72 / UTM zone 50N	+proj=utm +zone=50 +ellps=WGS72 +units=m +no_defs
32251	WGS 72 / UTM zone 51N	+proj=utm +zone=51 +ellps=WGS72 +units=m +no_defs
32252	WGS 72 / UTM zone 52N	+proj=utm +zone=52 +ellps=WGS72 +units=m +no_defs
32253	WGS 72 / UTM zone 53N	+proj=utm +zone=53 +ellps=WGS72 +units=m +no_defs
32254	WGS 72 / UTM zone 54N	+proj=utm +zone=54 +ellps=WGS72 +units=m +no_defs
32255	WGS 72 / UTM zone 55N	+proj=utm +zone=55 +ellps=WGS72 +units=m +no_defs
32256	WGS 72 / UTM zone 56N	+proj=utm +zone=56 +ellps=WGS72 +units=m +no_defs
32257	WGS 72 / UTM zone 57N	+proj=utm +zone=57 +ellps=WGS72 +units=m +no_defs
32258	WGS 72 / UTM zone 58N	+proj=utm +zone=58 +ellps=WGS72 +units=m +no_defs
32259	WGS 72 / UTM zone 59N	+proj=utm +zone=59 +ellps=WGS72 +units=m +no_defs
32260	WGS 72 / UTM zone 60N	+proj=utm +zone=60 +ellps=WGS72 +units=m +no_defs
32301	WGS 72 / UTM zone 1S	+proj=utm +zone=1 +south +ellps=WGS72 +units=m +no_defs
32302	WGS 72 / UTM zone 2S	+proj=utm +zone=2 +south +ellps=WGS72 +units=m +no_defs
32303	WGS 72 / UTM zone 3S	+proj=utm +zone=3 +south +ellps=WGS72 +units=m +no_defs
32304	WGS 72 / UTM zone 4S	+proj=utm +zone=4 +south +ellps=WGS72 +units=m +no_defs
32305	WGS 72 / UTM zone 5S	+proj=utm +zone=5 +south +ellps=WGS72 +units=m +no_defs
32306	WGS 72 / UTM zone 6S	+proj=utm +zone=6 +south +ellps=WGS72 +units=m +no_defs
32307	WGS 72 / UTM zone 7S	+proj=utm +zone=7 +south +ellps=WGS72 +units=m +no_defs
32308	WGS 72 / UTM zone 8S	+proj=utm +zone=8 +south +ellps=WGS72 +units=m +no_defs
32309	WGS 72 / UTM zone 9S	+proj=utm +zone=9 +south +ellps=WGS72 +units=m +no_defs
32310	WGS 72 / UTM zone 10S	+proj=utm +zone=10 +south +ellps=WGS72 +units=m +no_defs
32311	WGS 72 / UTM zone 11S	+proj=utm +zone=11 +south +ellps=WGS72 +units=m +no_defs
32312	WGS 72 / UTM zone 12S	+proj=utm +zone=12 +south +ellps=WGS72 +units=m +no_defs
32313	WGS 72 / UTM zone 13S	+proj=utm +zone=13 +south +ellps=WGS72 +units=m +no_defs
32314	WGS 72 / UTM zone 14S	+proj=utm +zone=14 +south +ellps=WGS72 +units=m +no_defs
32315	WGS 72 / UTM zone 15S	+proj=utm +zone=15 +south +ellps=WGS72 +units=m +no_defs
32316	WGS 72 / UTM zone 16S	+proj=utm +zone=16 +south +ellps=WGS72 +units=m +no_defs
32317	WGS 72 / UTM zone 17S	+proj=utm +zone=17 +south +ellps=WGS72 +units=m +no_defs
32318	WGS 72 / UTM zone 18S	+proj=utm +zone=18 +south +ellps=WGS72 +units=m +no_defs
32319	WGS 72 / UTM zone 19S	+proj=utm +zone=19 +south +ellps=WGS72 +units=m +no_defs
32320	WGS 72 / UTM zone 20S	+proj=utm +zone=20 +south +ellps=WGS72 +units=m +no_defs
32321	WGS 72 / UTM zone 21S	+proj=utm +zone=21 +south +ellps=WGS72 +units=m +no_defs
32322	WGS 72 / UTM zone 22S	+proj=utm +zone=22 +south +ellps=WGS72 +units=m +no_defs
32323	WGS 72 / UTM zone 23S	+proj=utm +zone=23 +south +ellps=WGS72 +units=m +no_defs
32324	WGS 72 / UTM zone 24S	+proj=utm +zone=24 +south +ellps=WGS72 +units=m +no_defs
32325	WGS 72 / UTM zone 25S	+proj=utm +zone=25 +south +ellps=WGS72 +units=m +no_defs
32326	WGS 72 / UTM zone 26S	+proj=utm +zone=26 +south +ellps=WGS72 +units=m +no_defs
32327	WGS 72 / UTM zone 27S	+proj=utm +zone=27 +south +ellps=WGS72 +units=m +no_defs
32328	WGS 72 / UTM zone 28S	+proj=utm +zone=28 +south +ellps=WGS72 +units=m +no_defs
32329	WGS 72 / UTM zone 29S	+proj=utm +zone=29 +south +ellps=WGS72 +units=m +no_defs
32330	WGS 72 / UTM zone 30S	+proj=utm +zone=30 +south +ellps=WGS72 +units=m +no_defs
32331	WGS 72 / UTM zone 31S	+proj=utm +zone=31 +south +ellps=WGS72 +units=m +no_defs
32332	WGS 72 / UTM zone 32S	+proj=utm +zone=32 +south +ellps=WGS72 +units=m +no_defs
32333	WGS 72 / UTM zone 33S	+proj=utm +zone=33 +south +ellps=WGS72 +units=m +no_defs
32334	WGS 72 / UTM zone 34S	+proj=utm +zone=34 +south +ellps=WGS72 +units=m +no_defs
32335	WGS 72 / UTM zone 35S	+proj=utm +zone=35 +south +ellps=WGS72 +units=m +no_defs
32336	WGS 72 / UTM zone 36S	+proj=utm +zone=36 +south +ellps=WGS72 +units=m +no_defs
32337	WGS 72 / UTM zone 37S	+proj=utm +zone=37 +south +ellps=WGS72 +units=m +no_defs
32338	WGS 72 / UTM zone 38S	+proj=utm +zone=38 +south +ellps=WGS72 +units=m +no_defs
32339	WGS 72 / UTM zone 39S	+proj=utm +zone=39 +south +ellps=WGS72 +units=m +no_defs
32340	WGS 72 / UTM zone 40S	+proj=utm +zone=40 +south +ellps=WGS72 +units=m +no_defs
32341	WGS 72 / UTM zone 41S	+proj=utm +zone=41 +south +ellps=WGS72 +units=m +no_defs
32342	WGS 72 / UTM zone 42S	+proj=utm +zone=42 +south +ellps=WGS72 +units=m +no_defs
32343	WGS 72 / UTM zone 43S	+proj=utm +zone=43 +south +ellps=WGS72 +units=m +no_defs
32344	WGS 72 / UTM zone 44S	+proj=utm +zone=44 +south +ellps=WGS72 +units=m +no_defs
32345	WGS 72 / UTM zone 45S	+proj=utm +zone=45 +south +ellps=WGS72 +units=m +no_defs
32346	WGS 72 / UTM zone 46S	+proj=utm +zone=46 +south +ellps=WGS72 +units=m +no_defs
32347	WGS 72 / UTM zone 47S	+proj=utm +zone=47 +south +ellps=WGS72 +units=m +no_defs
32348	WGS 72 / UTM zone 48S	+proj=utm +zone=48 +south +ellps=WGS72 +units=m +no_defs
32349	WGS 72 / UTM zone 49S	+proj=utm +zone=49 +south +ellps=WGS72 +units=m +no_defs
32350	WGS 72 / UTM zone 50S	+proj=utm +zone=50 +south +ellps=WGS72 +units=m +no_defs
32351	WGS 72 / UTM zone 51S	+proj=utm +zone=51 +south +ellps=WGS72 +units=m +no_defs
32352	WGS 72 / UTM zone 52S	+proj=utm +zone=52 +south +ellps=WGS72 +units=m +no_defs
32353	WGS 72 / UTM zone 53S	+proj=utm +zone=53 +south +ellps=WGS72 +units=m +no_defs
32354	WGS 72 / UTM zone 54S	+proj=utm +zone=54 +south +ellps=WGS72 +units=m +no_defs
32355	WGS 72 / UTM zone 55S	+proj=utm +zone=55 +south +ellps=WGS72 +units=m +no_defs
32356	WGS 72 / UTM zone 56S	+proj=utm +zone=56 +south +ellps=WGS72 +units=m +no_defs
32357	WGS 72 / UTM zone 57S	+proj=utm +zone=57 +south +ellps=WGS72 +units=m +no_defs
32358	WGS 72 / UTM zone 58S	+proj=utm +zone=58 +south +ellps=WGS72 +units=m +no_defs
32359	WGS 72 / UTM zone 59S	+proj=utm +zone=59 +south +ellps=WGS72 +units=m +no_defs
32360	WGS 72 / UTM zone 60S	+proj=utm +zone=60 +south +ellps=WGS72 +units=m +no_defs
32401	WGS 72BE / UTM zone 1N	+proj=utm +zone=1 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32402	WGS 72BE / UTM zone 2N	+proj=utm +zone=2 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32403	WGS 72BE / UTM zone 3N	+proj=utm +zone=3 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32404	WGS 72BE / UTM zone 4N	+proj=utm +zone=4 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32405	WGS 72BE / UTM zone 5N	+proj=utm +zone=5 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32406	WGS 72BE / UTM zone 6N	+proj=utm +zone=6 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32407	WGS 72BE / UTM zone 7N	+proj=utm +zone=7 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32408	WGS 72BE / UTM zone 8N	+proj=utm +zone=8 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32409	WGS 72BE / UTM zone 9N	+proj=utm +zone=9 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32410	WGS 72BE / UTM zone 10N	+proj=utm +zone=10 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32411	WGS 72BE / UTM zone 11N	+proj=utm +zone=11 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32412	WGS 72BE / UTM zone 12N	+proj=utm +zone=12 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32413	WGS 72BE / UTM zone 13N	+proj=utm +zone=13 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32414	WGS 72BE / UTM zone 14N	+proj=utm +zone=14 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32415	WGS 72BE / UTM zone 15N	+proj=utm +zone=15 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32416	WGS 72BE / UTM zone 16N	+proj=utm +zone=16 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32417	WGS 72BE / UTM zone 17N	+proj=utm +zone=17 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32418	WGS 72BE / UTM zone 18N	+proj=utm +zone=18 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32419	WGS 72BE / UTM zone 19N	+proj=utm +zone=19 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32420	WGS 72BE / UTM zone 20N	+proj=utm +zone=20 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32421	WGS 72BE / UTM zone 21N	+proj=utm +zone=21 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32422	WGS 72BE / UTM zone 22N	+proj=utm +zone=22 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32423	WGS 72BE / UTM zone 23N	+proj=utm +zone=23 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32424	WGS 72BE / UTM zone 24N	+proj=utm +zone=24 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32425	WGS 72BE / UTM zone 25N	+proj=utm +zone=25 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32426	WGS 72BE / UTM zone 26N	+proj=utm +zone=26 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32427	WGS 72BE / UTM zone 27N	+proj=utm +zone=27 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32428	WGS 72BE / UTM zone 28N	+proj=utm +zone=28 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32429	WGS 72BE / UTM zone 29N	+proj=utm +zone=29 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32430	WGS 72BE / UTM zone 30N	+proj=utm +zone=30 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32431	WGS 72BE / UTM zone 31N	+proj=utm +zone=31 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32432	WGS 72BE / UTM zone 32N	+proj=utm +zone=32 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32433	WGS 72BE / UTM zone 33N	+proj=utm +zone=33 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32434	WGS 72BE / UTM zone 34N	+proj=utm +zone=34 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32435	WGS 72BE / UTM zone 35N	+proj=utm +zone=35 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32436	WGS 72BE / UTM zone 36N	+proj=utm +zone=36 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32437	WGS 72BE / UTM zone 37N	+proj=utm +zone=37 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32438	WGS 72BE / UTM zone 38N	+proj=utm +zone=38 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32439	WGS 72BE / UTM zone 39N	+proj=utm +zone=39 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32440	WGS 72BE / UTM zone 40N	+proj=utm +zone=40 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32441	WGS 72BE / UTM zone 41N	+proj=utm +zone=41 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32442	WGS 72BE / UTM zone 42N	+proj=utm +zone=42 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32443	WGS 72BE / UTM zone 43N	+proj=utm +zone=43 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32444	WGS 72BE / UTM zone 44N	+proj=utm +zone=44 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32445	WGS 72BE / UTM zone 45N	+proj=utm +zone=45 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32446	WGS 72BE / UTM zone 46N	+proj=utm +zone=46 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32447	WGS 72BE / UTM zone 47N	+proj=utm +zone=47 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32448	WGS 72BE / UTM zone 48N	+proj=utm +zone=48 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32449	WGS 72BE / UTM zone 49N	+proj=utm +zone=49 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32450	WGS 72BE / UTM zone 50N	+proj=utm +zone=50 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32451	WGS 72BE / UTM zone 51N	+proj=utm +zone=51 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32452	WGS 72BE / UTM zone 52N	+proj=utm +zone=52 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32453	WGS 72BE / UTM zone 53N	+proj=utm +zone=53 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32454	WGS 72BE / UTM zone 54N	+proj=utm +zone=54 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
32455	WGS 72BE / UTM zone 55N	+proj=utm +zone=55 +ellps=WGS72 +towgs84=0,0,1.9,0,0,0.814,-0.38 +units=m +no_defs 
